🇨🇳央视频道,#genre#
睛彩广场舞,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011523

睛彩竞技,http://111.56.90.5/000000000000/3000000020000011528/index.m3u8
睛彩篮球,http://111.56.90.5/000000000000/3000000020000011529/index.m3u8
睛彩青少,http://111.56.90.5/000000000000/3000000020000031315/index.m3u8
睛彩广场舞,http://111.56.90.5/000000000000/3000000020000011524/index.m3u8

睛彩竞技,http://zb.hexuntong.net:8188/rtp/239.3.1.125:8001
睛彩篮球,http://zb.hexuntong.net:8188/rtp/239.3.1.126:8001
睛彩青少,http://zb.hexuntong.net:8188/rtp/239.3.1.127:8001
睛彩广场舞,http://zb.hexuntong.net:8188/rtp/239.3.1.128:8001


咪咕4K1,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000005180
咪咕4K2,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015686
咪视通1,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000005308
咪视通2,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000005969
咪视通3,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000007218
咪视通4,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008001
咪视通5,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008176
咪视通6,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008379
咪视通7,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000010129
咪视通8,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000010948
咪视通9,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000028638
咪视通10,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000031494
咪视通11,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000005837
咪视通12,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011518
咪视通13,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011519
咪视通14,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011520
咪视通15,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011521
咪视通16,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011522
咪视通17,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011523
咪视通18,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011524
咪视通19,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011525
咪视通20,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011528
咪视通21,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011529
咪视通22,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011530
咪视通23,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011531
咪视通24,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000000097
咪视通25,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000002019
咪视通26,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000002809
咪视通27,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000003915
咪视通28,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000004193
咪视通29,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000006077
咪视通30,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000006658
咪视通31,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000009788
咪视通32,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000010833
咪视通33,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000011297
咪视通35,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000012558
咪视通36,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000012616
咪视通37,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015470
咪视通38,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015560
咪视通40,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000019839
咪视通41,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000021904
咪视通42,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000023434
咪视通43,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000025380
咪视通44,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000027691
咪视通45,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000031669


🇨🇳影视娱乐1,#genre#
华数电影4K,http://hook.msen.site:8000/rtp/235.254.198.102:7980
华数电影4K,http://hook.msen.site:8000/rtp/235.254.199.102:7980
CHC影迷电影,http://hook.msen.site:8000/rtp/235.254.198.248:7980
CHC影迷电影,http://hook.msen.site:8000/rtp/235.254.199.248:7980
CHC家庭影院,http://hook.msen.site:8000/rtp/235.254.198.246:7980
CHC家庭影院,http://hook.msen.site:8000/rtp/235.254.199.246:7980
CHC动作电影,http://hook.msen.site:8000/rtp/235.254.198.247:7980
CHC动作电影,http://hook.msen.site:8000/rtp/235.254.199.247:7980
第一剧场,http://hook.msen.site:8000/rtp/235.254.199.211:7980
风云剧场,http://hook.msen.site:8000/rtp/235.254.199.207:7980
风云足球,http://hook.msen.site:8000/rtp/235.254.199.204:7980
风云音乐,http://hook.msen.site:8000/rtp/235.254.199.118:7980
风云音乐,http://hook.msen.site:8000/rtp/235.254.199.208:7980
世界地理,http://hook.msen.site:8000/rtp/235.254.199.194:7980
电视指南,http://hook.msen.site:8000/rtp/235.254.199.189:7980
怀旧剧场,http://hook.msen.site:8000/rtp/235.254.199.205:7980
兵器科技,http://hook.msen.site:8000/rtp/235.254.199.202:7980
女性时尚,http://hook.msen.site:8000/rtp/235.254.199.195:7980
高尔夫网球,http://hook.msen.site:8000/rtp/235.254.199.192:7980
央视台球,http://hook.msen.site:8000/rtp/235.254.199.193:7980
央视文化精品,http://hook.msen.site:8000/rtp/235.254.199.210:7980
都市剧场,http://hook.msen.site:8000/rtp/235.254.197.151:7980
欢笑剧场,http://hook.msen.site:8000/rtp/235.254.197.150:7980
重庆影视剧,http://hook.msen.site:8000/rtp/235.254.198.180:7980
重庆影视剧,http://hook.msen.site:8000/rtp/235.254.199.180:7980
IPTV电视剧,http://hook.msen.site:8000/rtp/235.254.199.74:7980
华数卡通,http://hook.msen.site:8000/rtp/235.254.199.87:7980
华数电影1,http://hook.msen.site:8000/rtp/235.254.199.116:7980
华数电影2,http://hook.msen.site:8000/rtp/235.254.199.114:7980
华数电影3,http://hook.msen.site:8000/rtp/235.254.199.81:7980
华数电影4,http://hook.msen.site:8000/rtp/235.254.199.98:7980
华数电影5,http://hook.msen.site:8000/rtp/235.254.199.99:7980
华数电影6,http://hook.msen.site:8000/rtp/235.254.199.100:7980
华数电影7,http://hook.msen.site:8000/rtp/235.254.199.101:7980
华数电视剧1,http://hook.msen.site:8000/rtp/235.254.199.115:7980
华数电视剧2,http://hook.msen.site:8000/rtp/235.254.199.16:7980
华数电视剧3,http://hook.msen.site:8000/rtp/235.254.199.117:7980
华数电视剧4,http://hook.msen.site:8000/rtp/235.254.199.113:7980
华数电视剧5,http://hook.msen.site:8000/rtp/235.254.199.75:7980
华数电视剧6,http://hook.msen.site:8000/rtp/235.254.199.76:7980
华数电视剧7,http://hook.msen.site:8000/rtp/235.254.199.91:7980
华数电视剧8,http://hook.msen.site:8000/rtp/235.254.199.97:7980


CHC高清电影,http://www.lizhinas.top:10086/rtp/239.252.219.83:5140
CHC家庭影院,http://www.lizhinas.top:10086/rtp/239.252.219.84:5140
CHC动作电影,http://www.lizhinas.top:10086/rtp/239.252.219.85:5140
央视台球,http://www.lizhinas.top:10086/rtp/239.252.219.80:5140
央视精品,http://www.lizhinas.top:10086/rtp/239.252.219.81:5140
欢笑剧场,http://www.lizhinas.top:10086/rtp/239.252.219.224:5140
都市剧场,http://www.lizhinas.top:10086/rtp/239.252.219.225:5140
华数精彩影视,http://www.lizhinas.top:10086/rtp/239.252.220.223:5140
第一剧场,http://www.lizhinas.top:10086/rtp/239.252.219.86:5140
风云音乐,http://www.lizhinas.top:10086/rtp/239.252.219.87:5140
风云剧场,http://www.lizhinas.top:10086/rtp/239.252.219.89:5140
怀旧剧场,http://www.lizhinas.top:10086/rtp/239.252.219.90:5140
电视指南,http://www.lizhinas.top:10086/rtp/239.252.219.97:5140
热播剧场,http://www.lizhinas.top:10086/rtp/239.252.220.138:5140
经典电影,http://www.lizhinas.top:10086/rtp/239.252.220.139:5140
爱综艺,http://www.lizhinas.top:10086/rtp/239.252.220.140:5140
爱体育,http://www.lizhinas.top:10086/rtp/239.252.220.141:5140
爱电影,http://www.lizhinas.top:10086/rtp/239.252.220.142:5140
爱大剧,http://www.lizhinas.top:10086/rtp/239.252.220.143:5140
收视指南,http://www.lizhinas.top:10086/rtp/239.252.220.144:5140
IPTV碟战剧场,http://www.lizhinas.top:10086/rtp/239.252.220.145:5140
IPTV相声小品,http://www.lizhinas.top:10086/rtp/239.252.220.146:5140
IPTV野外,http://www.lizhinas.top:10086/rtp/239.252.220.73:5140
IPTV法治,http://www.lizhinas.top:10086/rtp/239.252.220.74:5140
城市剧场,http://www.lizhinas.top:10086/rtp/239.252.220.75:5140
军旅剧场,http://www.lizhinas.top:10086/rtp/239.252.220.76:5140
古装剧场,http://www.lizhinas.top:10086/rtp/239.252.220.77:5140
喜剧影院,http://www.lizhinas.top:10086/rtp/239.252.220.79:5140
动作影院,http://www.lizhinas.top:10086/rtp/239.252.220.85:5140
家庭影院,http://www.lizhinas.top:10086/rtp/239.252.220.86:5140
音乐现场,http://www.lizhinas.top:10086/rtp/239.252.220.87:5140
武侠剧场,http://www.lizhinas.top:10086/rtp/239.252.220.88:5140
爱上4K,http://www.lizhinas.top:10086/rtp/239.252.220.212:5140

IPTV热播剧场,http://zb.hexuntong.net:8188/rtp/239.3.1.194:9020
IPTV经典电影,http://zb.hexuntong.net:8188/rtp/239.3.1.195:9024
爱上4K,http://zb.hexuntong.net:8188/rtp/239.3.1.236:2000
IPTV军旅剧场,http://zb.hexuntong.net:8188/rtp/239.3.1.69:4120
IPTV军旅剧场,http://zb.hexuntong.net:8188/rtp/239.3.1.68:4120
IPTV动作影院,http://zb.hexuntong.net:8188/rtp/239.3.1.92:4120
IPTV喜剧剧场,http://zb.hexuntong.net:8188/rtp/239.3.1.91:4120
IPTV家庭影院,http://zb.hexuntong.net:8188/rtp/239.3.1.93:4120
IPTV影视,http://zb.hexuntong.net:8188/rtp/239.3.1.88:4120
IPTV武侠剧场,http://zb.hexuntong.net:8188/rtp/239.3.1.90:4120


华数4K,http://jiangxun.sendsmtp.com:40222/udp/239.81.0.123:4056

1905电影网流金岁月,https://cdn.jdshipin.com/1905.php
1905电影网环球经典,http://129.211.14.102:25000/1905.php?t=1&id=LIVE8J4LTCXPI7QJ5_261&token=www.9kds.com
1905电影网流金岁月,http://129.211.14.102:25000/1905.php?t=1&id=LIVEOYY31H24H48NE&token=www.9kds.com

苏州电影娱乐,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
绍兴文化影视频道,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
