🐉央视频道,#genre#
山东卫视,http://61.184.46.85:9901/tsfile/live/1009_1.m3u8?key=txiptv
天津卫视,http://61.184.46.85:9901/tsfile/live/1011_1.m3u8?key=txiptv
重庆卫视,http://61.184.46.85:9901/tsfile/live/1015_1.m3u8?key=txiptv
东南卫视,http://61.184.46.85:9901/tsfile/live/1019_1.m3u8?key=txiptv
河北卫视,http://61.184.46.85:9901/tsfile/live/1013_1.m3u8?key=txiptv
黑龙江卫视,http://61.184.46.85:9901/tsfile/live/1014_1.m3u8?key=txiptv
河南卫视,http://61.184.46.85:9901/tsfile/live/1012_1.m3u8?key=txiptv
湖北卫视,http://61.184.46.85:9901/tsfile/live/0018_1.m3u8?key=txiptv
四川卫视,http://61.184.46.85:9901/tsfile/live/1016_1.m3u8?key=txiptv

河北卫视,http://115.52.127.45:880/CH037.m3u8
北京卫视,http://115.52.127.45:880/CH020.m3u8
重庆卫视,http://115.52.127.45:880/CH034.m3u8
湖南卫视,http://115.52.127.45:880/CH017.m3u8
江苏卫视,http://115.52.127.45:880/CH018.m3u8
山东卫视,http://115.52.127.45:880/CH023.m3u8
河南卫视,http://115.52.127.45:880/CH016.m3u8
安徽卫视,http://115.52.127.45:880/CH024.m3u8
深圳卫视,http://115.52.127.45:880/CH025.m3u8
江西卫视,http://115.52.127.45:880/CH026.m3u8
四川卫视,http://115.52.127.45:880/CH028.m3u8
黑龙江卫视,http://115.52.127.45:880/CH029.m3u8
贵州卫视,http://115.52.127.45:880/CH031.m3u8
辽宁卫视,http://115.52.127.45:880/CH032.m3u8
东南卫视,http://115.52.127.45:880/CH033.m3u8
广东卫视,http://115.52.127.45:880/CH035.m3u8
广西卫视,http://115.52.127.45:880/CH036.m3u8
山西卫视,http://115.52.127.45:880/CH039.m3u8
陕西卫视,http://115.52.127.45:880/CH040.m3u8
吉林卫视,http://115.52.127.45:880/CH038.m3u8
甘肃卫视,http://115.52.127.45:880/CH041.m3u8

河北卫视,http://gfr.x3322.net:9901/tsfile/live/1091_1.m3u8
北京卫视,http://gfr.x3322.net:9901/tsfile/live/1089_1.m3u8
天津卫视,http://gfr.x3322.net:9901/tsfile/live/1090_1.m3u8
东方卫视,http://gfr.x3322.net:9901/tsfile/live/1085_1.m3u8
重庆卫视,http://gfr.x3322.net:9901/tsfile/live/1093_1.m3u8
湖南卫视,http://gfr.x3322.net:9901/tsfile/live/1084_1.m3u8
浙江卫视,http://gfr.x3322.net:9901/tsfile/live/1087_1.m3u8
江苏卫视,http://gfr.x3322.net:9901/tsfile/live/1086_1.m3u8
山东卫视,http://gfr.x3322.net:9901/tsfile/live/1098_1.m3u8
辽宁卫视,http://gfr.x3322.net:9901/tsfile/live/1097_1.m3u8
黑龙江卫视,http://gfr.x3322.net:9901/tsfile/live/1094_1.m3u8
安徽卫视,http://gfr.x3322.net:9901/tsfile/live/1092_1.m3u8
深圳卫视,http://gfr.x3322.net:9901/tsfile/live/1095_1.m3u8
广东卫视,http://gfr.x3322.net:9901/tsfile/live/1096_1.m3u8
湖北卫视,http://gfr.x3322.net:9901/tsfile/live/1088_1.m3u8
海南卫视,http://gfr.x3322.net:9901/tsfile/live/1020_1.m3u8
东南卫视,http://gfr.x3322.net:9901/tsfile/live/1099_1.m3u8
贵州卫视,http://gfr.x3322.net:9901/tsfile/live/1100_1.m3u8
三沙卫视,http://gfr.x3322.net:9901/tsfile/live/1025_1.m3u8
三沙卫视,https://migu.188766.xyz/?migutoken=291ac530d0392107ece0e84247af140a&id=hn_ssws&type=sz
三沙卫视,http://47.108.20.161:8866/hainan/hainan.php?id=ssws
三沙卫视,http://43.251.226.89:8080/play/363.m3u8
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
内蒙古卫视,http://genglei.8866.org:9901/tsfile/live/1003_1.m3u8?key=txiptv
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8

湖南卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.158:5002
浙江卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.90:5002
江苏卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.89:5002
北京卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.88:5002
东方卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.111:5002
安徽卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.159:5002
广东卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.92:5002
深圳卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.93:5002
辽宁卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.164:5002
山东卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.87:5002
天津卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.165:5002
重庆卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.233:5002
东南卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.113:5002
贵州卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.166:5002
河北卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.168:5002
黑龙江卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.91:5002
河南卫视,http://aik.ddnsfile.top:65235/rtp/239.21.2.37:5002
湖北卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.163:5002
江西卫视,http://aik.ddnsfile.top:65235/rtp/239.21.1.167:5002
青海卫视,http://aik.ddnsfile.top:65235/rtp/239.21.2.51:5002
四川卫视,http://aik.ddnsfile.top:65235/rtp/239.21.2.15:5002

吉林卫视,http://111.63.117.13:6060/030000001000/G_JILIN/G_JILIN.m3u8
辽宁卫视,http://111.63.117.13:6060/030000001000/LNWS/LNWS.m3u8
北京卫视,http://111.63.117.13:6060/030000001000/G_BEIJING/G_BEIJING.m3u8
天津卫视,http://111.63.117.13:6060/030000001000/TJWS/TJWS.m3u8
河北卫视,http://111.63.117.13:6060/030000001000/G_HEBEI/G_HEBEI.m3u8
山东卫视,http://111.63.117.13:6060/030000001000/SDWS/SDWS.m3u8
山西卫视,http://111.63.117.13:6060/030000001000/SXWS/SXWS.m3u8
河南卫视,http://111.63.117.13:6060/030000001000/HENAN/HENAN.m3u8
江苏卫视,http://111.63.117.13:6060/030000001000/G_JIANGSU-HQ/G_JIANGSU-HQ.m3u8
浙江卫视,http://111.63.117.13:6060/030000001000/G_ZHEJIANG/G_ZHEJIANG.m3u8
安徽卫视,http://111.63.117.13:6060/030000001000/AHWS/AHWS.m3u8
东方卫视,http://111.63.117.13:6060/030000001000/G_DONGFANG/G_DONGFANG.m3u8
东南卫视,http://111.63.117.13:6060/030000001000/DNWS/DNWS.m3u8
江西卫视,http://111.63.117.13:6060/030000001000/JXWS/JXWS.m3u8
湖北卫视,http://111.63.117.13:6060/030000001000/G_HUBEI/G_HUBEI.m3u8
湖南卫视,http://111.63.117.13:6060/030000001000/G_HUNAN/G_HUNAN.m3u8
广东卫视,http://111.63.117.13:6060/030000001000/G_GUANGDONG/G_GUANGDONG.m3u8
广西卫视,http://111.63.117.13:6060/030000001000/GXWS/GXWS.m3u8
海南卫视,http://111.63.117.13:6060/030000001000/LYWS/LYWS.m3u8
深圳卫视,http://111.63.117.13:6060/030000001000/G_SHENZHEN/G_SHENZHEN.m3u8
四川卫视,http://111.63.117.13:6060/030000001000/SCWS/SCWS.m3u8
重庆卫视,http://111.63.117.13:6060/030000001000/G_CHONGQING/G_CHONGQING.m3u8
云南卫视,http://111.63.117.13:6060/030000001000/G_YUNNAN/G_YUNNAN.m3u8
贵州卫视,http://111.63.117.13:6060/030000001000/G_GUIZHOU/G_GUIZHOU.m3u8
青海卫视,http://111.63.117.13:6060/030000001000/G_QINGHAI/G_QINGHAI.m3u8
内蒙古卫视,http://111.63.117.13:6060/030000001000/G_NEIMENGGU/G_NEIMENGGU.m3u8
甘肃卫视,http://111.63.117.13:6060/030000001000/G_GANSU/G_GANSU.m3u8
宁夏卫视,http://111.63.117.13:6060/030000001000/G_NINGXIA/G_NINGXIA.m3u8
新疆卫视,http://111.63.117.13:6060/030000001000/G_XINJIANG/G_XINJIANG.m3u8

河北卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/hebeiSD/__op/default/__f/index.m3u8
北京卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/beijingHD/__op/default/__f/index.m3u8
天津卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/tianjinHD/__op/default/__f/index.m3u8
东方卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/shanghaiHD/__op/default/__f/index.m3u8
重庆卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/chongqingHD/__op/default/__f/index.m3u8
湖南卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/hunanHD/__op/default/__f/index.m3u8
浙江卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/zhejiangHD/__op/default/__f/index.m3u8
江苏卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/jiangsuHD/__op/default/__f/index.m3u8
河南卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/henanHD/__op/default/__f/index.m3u8
吉林卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/jilinHD/__op/default/__f/index.m3u8
辽宁卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/liaoningHD/__op/default/__f/index.m3u8
黑龙江卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/heilongjiangHD/__op/default/__f/index.m3u8
安徽卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/anhuiSD/__op/default/__f/index.m3u8
东南卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/dongnanHD/__op/default/__f/index.m3u8
广东卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/guangdongHD/__op/default/__f/index.m3u8
深圳卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/shenzhenHD/__op/default/__f/index.m3u8
四川卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/cctv1HD/__op/default/__f/index.m3u8
海南卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/hainanSD/__op/default/__f/index.m3u8
湖北卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/hubeiSD/__op/default/__f/index.m3u8
江西卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/chongqingHD/__op/default/__f/index.m3u8
广西卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/cctv1HD/__op/default/__f/index.m3u8
贵州卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/guizhouHD/__op/default/__f/index.m3u8
内蒙古卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/neimengkuSD/__op/default/__f/index.m3u8
宁夏卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/ningxia/__op/default/__f/index.m3u8
山西卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/shanxiSD/__op/default/__f/index.m3u8
云南卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/yunnanSD/__op/default/__f/index.m3u8
西藏卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/xizangSD/__op/default/__f/index.m3u8
兵团卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/bingtuanSD/__op/default/__f/index.m3u8
青海卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/qinghaiSD/__op/default/__f/index.m3u8
三沙卫视,http://cqcbn3.live.cbncdn.cn:8090/__cl/cg:live/__c/sanshaSD/__op/default/__f/index.m3u8

浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639
香港卫视,https://stream1.freetv.fun/5a9a3800458fe049f7fbd8554f696e1aa07a0ca063b85ba022eb8222e1a3726f.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8

东方卫视,http://go.bkpcp.top/mg/dfws
江苏卫视,http://go.bkpcp.top/mg/jsws
广东卫视,http://go.bkpcp.top/mg/gdws
海南卫视,http://go.bkpcp.top/mg/hinws
吉林卫视,http://go.bkpcp.top/mg/jlws
青海卫视,http://go.bkpcp.top/mg/qhws
陕西卫视,http://go.bkpcp.top/mg/sxws
湖北卫视,http://go.bkpcp.top/mg/hubws
江西卫视,http://go.bkpcp.top/mg/jxws
吉林卫视,http://go.bkpcp.top/mg/jlws
青海卫视,http://go.bkpcp.top/mg/qhws
陕西卫视,http://go.bkpcp.top/mg/sxws
湖北卫视,http://go.bkpcp.top/mg/hubws
江苏卫视,http://go.bkpcp.top/mg/jsws
广东卫视,http://go.bkpcp.top/mg/gdws
海南卫视,http://go.bkpcp.top/mg/hinws
重庆卫视,http://go.bkpcp.top/mg/cqws
辽宁卫视,http://go.bkpcp.top/mg/lnws
内蒙古卫视,http://go.bkpcp.top/mg/nmws
宁夏卫视,http://go.bkpcp.top/mg/nxws
甘肃卫视,http://go.bkpcp.top/mg/gsws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
湖南卫视,http://go.bkpcp.top/mg/hunws
广西卫视,http://go.bkpcp.top/mg/gxws
云南卫视,http://go.bkpcp.top/mg/ynws
贵州卫视,http://go.bkpcp.top/mg/gzws
新疆卫视,http://go.bkpcp.top/mg/xjws
西藏卫视,http://go.bkpcp.top/mg/xzws
北京卫视,http://go.bkpcp.top/mg/bjws
天津卫视,http://go.bkpcp.top/mg/tjws
黑龙江卫视,http://go.bkpcp.top/mg/hljws
河北卫视,http://go.bkpcp.top/mg/hbws
安徽卫视,http://go.bkpcp.top/mg/ahws
浙江卫视,http://go.bkpcp.top/mg/zjws
四川卫视,http://go.bkpcp.top/mg/scws

北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws
江苏卫视,http://go.bkpcp.top/mg/jsws
湖南卫视,http://go.bkpcp.top/mg/hunws
广东卫视,http://go.bkpcp.top/mg/gdws
深圳卫视,http://go.bkpcp.top/mg/szws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws
兵团卫视,http://go.bkpcp.top/mg/btws
黑龙江卫视,http://go.bkpcp.top/mg/hljws

♥本地频道,#genre#
河北卫视,http://222.223.41.27:8888/hls/16/index.m3u8
河北经济,http://222.223.41.27:8888/hls/17/index.m3u8
河北都市,http://222.223.41.27:8888/hls/18/index.m3u8
河北影视,http://222.223.41.27:8888/hls/19/index.m3u8
河北少儿,http://222.223.41.27:8888/hls/20/index.m3u8
河北公共,http://222.223.41.27:8888/hls/21/index.m3u8
河北农民,http://222.223.41.27:8888/hls/22/index.m3u8

河北卫视,http://www.liyajun.top:7088/rtp/239.253.92.154:6011
河北经济,http://www.liyajun.top:7088/rtp/239.253.92.171:6001
河北都市,http://www.liyajun.top:7088/rtp/239.253.92.172:6002
河北影视,http://www.liyajun.top:7088/rtp/239.253.92.173:6003
河北少儿,http://www.liyajun.top:7088/rtp/239.253.92.174:6004
河北公共,http://www.liyajun.top:7088/rtp/239.253.92.175:6005
河北农民,http://www.liyajun.top:7088/rtp/239.253.92.176:6006

河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=1893427200&k=590149d139a9820d4a4e5c89383199b1
河北经济,http://tv.pull.hebtv.com/jishi/jingjishenghuo.m3u8?t=1893427200&k=ad907331c90d847d7e7ae51764d8a09a            
河北农民,http://tv.pull.hebtv.com/jishi/nongminpindao.m3u8?t=1893427200&k=f07ae1d5be12d118d136be90e032bfce        
河北都市,http://tv.pull.hebtv.com/jishi/dushipindao.m3u8?t=1893427200&k=49867ab5d80a7564abaf8ee18868992f       
河北影视,http://tv.pull.hebtv.com/jishi/yingshijupindao.m3u8?t=1893427200&k=2bbbb53c494c02c044ed8805c541df4e          
河北少儿,http://tv.pull.hebtv.com/jishi/shaoerkejiao.m3u8?t=1893427200&k=d4a455b288ebbc0f53903f4750372b0f           
河北公共,http://tv.pull.hebtv.com/jishi/gonggongpindao.m3u8?t=1893427200&k=0b0e2c7cf0820ad8b22ae063511c4104           

河北都市,https://www.nettvpro.xyz/hls/hebei.php?id=hbds
河北经济,https://www.nettvpro.xyz/hls/hebei.php?id=hbjj
河北影视,https://www.nettvpro.xyz/hls/hebei.php?id=hbysj
河北少儿,https://www.nettvpro.xyz/hls/hebei.php?id=hbse
河北公共,https://www.nettvpro.xyz/hls/hebei.php?id=hbgg
河北农民,https://www.nettvpro.xyz/hls/hebei.php?id=hbnm

河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河北戏曲,https://event.pull.hebtv.com:443/live/live105.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8

河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河北公共,http://www.160606.xyz:10010/rtp/239.254.200.22:6000
河北少儿,http://www.160606.xyz:10010/rtp/239.254.200.21:6000
河北影视,http://www.160606.xyz:10010/rtp/239.254.200.20:6000
河北经济,http://www.160606.xyz:10010/rtp/239.254.200.18:6000
河北都市,http://www.160606.xyz:10010/rtp/239.254.200.19:6000
河北农民,http://www.160606.xyz:10010/rtp/239.254.200.23:6000

河北卫视,http://ylt.7766.org:333/hls/22/index.m3u8
河北经济,http://ylt.7766.org:333/hls/23/index.m3u8
河北都市,http://ylt.7766.org:333/hls/24/index.m3u8
河北影视,http://ylt.7766.org:333/hls/25/index.m3u8
河北少儿,http://ylt.7766.org:333/hls/26/index.m3u8
河北公共,http://ylt.7766.org:333/hls/27/index.m3u8
河北农民,http://ylt.7766.org:333/hls/28/index.m3u8
睛彩河北,http://ylt.7766.org:333/hls/29/index.m3u8

邢台综合,https://jwplay.hebyun.com.cn:443/live/xtsrmtzs/1500k/tzwj_video.m3u8
邢台综合,http://120.211.62.180:8000/hls/27/index.m3u8
邢台综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8
邢台综合,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8
邢台生活,https://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8
邢台生活,http://120.211.62.180:8000/hls/29/index.m3u8
清河综合,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
清河综合,http://xiaoya.passall.us:7088/rtp/239.253.93.44:6197

💯北京频道,#genre#
北京卫视,http://114.242.62.109:888/hls/17/index.m3u8
北京文艺,http://114.242.62.109:888/hls/18/index.m3u8
北京纪实,http://114.242.62.109:888/hls/19/index.m3u8
北京影视,http://114.242.62.109:888/hls/20/index.m3u8
北京财经,http://114.242.62.109:888/hls/21/index.m3u8
北京体育,http://114.242.62.109:888/hls/22/index.m3u8
北京生活,http://114.242.62.109:888/hls/23/index.m3u8
北京新闻,http://114.242.62.109:888/hls/25/index.m3u8
北京卡酷,http://114.242.62.109:888/hls/26/index.m3u8
北京国际,http://114.242.62.109:888/hls/27/index.m3u8

北京卫视,http://124.64.182.165:8686/rtp/239.3.1.241:8000
北京新闻,http://124.64.182.165:8686/rtp/239.3.1.159:8000
北京影视,http://124.64.182.165:8686/rtp/239.3.1.158:8000
北京文艺,http://124.64.182.165:8686/rtp/239.3.1.242:8000
北京财经,http://124.64.182.165:8686/rtp/239.3.1.116:8000
北京生活,http://124.64.182.165:8686/rtp/239.3.1.117:8000
北京纪实,http://124.64.182.165:8686/rtp/239.3.1.115:8000
北京少儿,http://124.64.182.165:8686/rtp/239.3.1.189:8000
北京体育,http://124.64.182.165:8686/rtp/239.3.1.243:8000
北京国际,http://124.64.182.165:8686/rtp/239.3.1.235:8000

北京卫视,http://m.061899.xyz/mg/bjws
北京影视,http://m.061899.xyz/mg/bjys
北京新闻,http://m.061899.xyz/mg/bjxw
北京文艺,http://m.061899.xyz/mg/bjwy
北京生活,http://m.061899.xyz/mg/bjsh
北京卡酷,http://m.061899.xyz/mg/bjkk
北京财经,http://m.061899.xyz/mg/bjcj
北京纪实,http://m.061899.xyz/mg/bjjs
北京体育,http://m.061899.xyz/mg/bjty

北京卫视,http://openwrt.guidang.net:1688/rtp/225.1.8.21:8002
北京文艺,http://openwrt.guidang.net:1688/rtp/225.1.8.22:8002
北京科教,http://openwrt.guidang.net:1688/rtp/225.1.8.105:8002
北京影视,http://openwrt.guidang.net:1688/rtp/225.1.8.82:8000
北京财经,http://openwrt.guidang.net:1688/rtp/225.1.8.106:8002
北京纪实,http://openwrt.guidang.net:1688/rtp/225.1.8.23:8002
北京生活,http://openwrt.guidang.net:1688/rtp/225.1.8.108:8002
北京青年,http://openwrt.guidang.net:1688/rtp/225.1.8.118:8002
北京新闻,http://openwrt.guidang.net:1688/rtp/225.1.8.83:8000
北京卡酷,http://openwrt.guidang.net:1688/rtp/225.1.8.35:8000

北京卫视,http://mingjd.cn:7077/rtp/239.3.1.241:8000
北京新闻,http://mingjd.cn:7077/rtp/239.3.1.159:8000
北京影视,http://mingjd.cn:7077/rtp/239.3.1.158:8000
北京文艺,http://mingjd.cn:7077/rtp/239.3.1.242:8000
北京财经,http://mingjd.cn:7077/rtp/239.3.1.116:8000
北京生活,http://mingjd.cn:7077/rtp/239.3.1.117:8000
北京卡酷,http://mingjd.cn:7077/rtp/239.3.1.189:8000
北京纪实,http://mingjd.cn:7077/rtp/239.3.1.115:8000
北京体育,http://mingjd.cn:7077/rtp/239.3.1.243:8000
北京国际,http://mingjd.cn:7077/rtp/239.3.1.235:8000

北京IPTV4K超清,http://124.64.182.165:8686/rtp/239.3.1.249:8001
北京IPTV淘电影,http://124.64.182.165:8686/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://124.64.182.165:8686/udp/239.3.1.95:8001
北京IPTV淘娱乐,http://124.64.182.165:8686/udp/239.3.1.100:8001
北京IPTV萌宠TV,http://124.64.182.165:8686/udp/239.3.1.102:8001
北京IPTV淘BABY,http://124.64.182.165:8686/udp/239.3.1.238:8001

北京IPTV淘电影,http://mingjd.cn:7077/rtp/239.3.1.250:8001

北京IPTV4K高清,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.249:8001
北京IPTV淘电影,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.100:8001
北京IPTV萌宠TV,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.102:8001
北京IPTV淘BABY,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.238:8001

北京IPTV淘剧场,http://otangtang.com:38848/udp/239.3.1.95:8001
北京IPTV淘娱乐,http://otangtang.com:38848/udp/239.3.1.100:8001
北京IPTV萌宠TV,http://otangtang.com:38848/udp/239.3.1.102:8001
北京IPTV淘BABY,http://otangtang.com:38848/udp/239.3.1.238:8001
北京IPTV4K超清,http://otangtang.com:38848/udp/239.3.1.249:8001
北京IPTV淘电影,http://otangtang.com:38848/udp/239.3.1.250:8001
重温经典,http://otangtang.com:38848/udp/239.3.1.25:8001

北京IPTV淘剧场,http://quan2018.mycloudnas.com:9000/udp/239.3.1.95:8001
北京IPTV淘娱乐,http://quan2018.mycloudnas.com:9000/udp/239.3.1.100:8001
北京IPTV萌宠TV,http://quan2018.mycloudnas.com:9000/udp/239.3.1.102:8001
北京IPTV淘BABY,http://quan2018.mycloudnas.com:9000/udp/239.3.1.238:8001
北京IPTV4K超清,http://quan2018.mycloudnas.com:9000/udp/239.3.1.249:8001
北京IPTV淘电影,http://quan2018.mycloudnas.com:9000/udp/239.3.1.250:8001
重温经典,http://quan2018.mycloudnas.com:9000/udp/239.3.1.25:8001

北京IPTV4K超清,http://openwrt.guidang.net:1688/rtp/225.1.8.211:8002
北京IPTV淘剧场,http://openwrt.guidang.net:1688/rtp/225.1.8.37:8002
北京IPTV淘电影,http://openwrt.guidang.net:1688/rtp/225.1.8.38:8002
北京IPTV淘娱乐,http://openwrt.guidang.net:1688/rtp/225.1.8.61:8002
北京IPTV萌宠TV,http://openwrt.guidang.net:1688/rtp/225.1.8.63:8002
北京IPTV淘BABY,http://openwrt.guidang.net:1688/rtp/225.1.8.36:8002

房山融媒,http://115.171.216.92:4000/udp/225.1.8.68:8002
朝阳融媒,http://115.171.216.92:4000/udp/225.1.8.69:8002
密云融媒,http://115.171.216.92:4000/udp/225.1.8.75:8002
朝阳融媒,http://mingjd.cn:7077/rtp/239.3.1.163:8001
密云融媒,http://mingjd.cn:7077/rtp/239.3.1.154:8001
北京延庆,http://mingjd.cn:7077/rtp/239.3.1.187:8001
房山融媒,http://mingjd.cn:7077/rtp/239.3.1.96:8001
北京通州,http://mingjd.cn:7077/rtp/239.3.1.221:8001
密云融媒,http://mingjd.cn:7077/rtp/239.3.1.154:8001
北京延庆,http://mingjd.cn:7077/rtp/239.3.1.187:8001
房山融媒,http://mingjd.cn:7077/rtp/239.3.1.96:8001

🌸上海频道,#genre#
东方卫视,http://t.061899.xyz/tl/dq.php?id=dfws
五星体育,http://t.061899.xyz/tl/dq.php?id=wxty
新闻综合,http://t.061899.xyz/tl/dq.php?id=shxw
东方影视,http://t.061899.xyz/tl/dq.php?id=shys
第一财经,http://t.061899.xyz/tl/dq.php?id=dycj
上海都市,http://t.061899.xyz/tl/dq.php?id=shds
东方财经,http://t.061899.xyz/tl/dq.php?id=dfcj
生活时尚,http://t.061899.xyz/tl/dq.php?id=shss
金色学堂,http://t.061899.xyz/tl/dq.php?id=jsxt
上海教育,http://t.061899.xyz/tl/dq.php?id=shjy
游戏风云,http://t.061899.xyz/tl/dq.php?id=yxfy
乐游,http://t.061899.xyz/tl/dq.php?id=ly
法治天地,http://t.061899.xyz/tl/dq.php?id=fztd
劲爆体育,http://t.061899.xyz/tl/dq.php?id=jbty
魅力足球,http://t.061899.xyz/tl/dq.php?id=mlzq

法治天地,http://0001.6600.org:907/hls/73/index.m3u8
东方财经,http://0001.6600.org:907/hls/61/index.m3u8
上海都市,http://0001.6600.org:907/hls/74/index.m3u8
游戏风云,http://0001.6600.org:907/hls/3/index.m3u8
魅力足球,http://0001.6600.org:907/hls/278/index.m3u8
动漫秀场,http://0001.6600.org:907/hls/217/index.m3u8
☘️天津频道,#genre#
天津卫视,http://sun135790.x3322.net:9901/tsfile/live/16001_1.m3u8?key=txiptv&playlive=1&authid=0
天津新闻,http://sun135790.x3322.net:9901/tsfile/live/16002_1.m3u8?key=txiptv&playlive=1&authid=0
